City_ID,City,Lat,Lng,Max Temp(C),Humidity(%),Cloudiness(%),Wind Speed(mph),Country,Date
166,flying fish cove,-10.4217,105.6791,27.82000000000005,78,75,4.63,CX,1702004501
167,pisco,-13.7,-76.2167,20.03000000000003,77,0,6.17,PE,1702004502
168,stanley,54.868,-1.6985,4.8700000000000045,96,100,3.6,GB,1702004502
169,mount gambier,-37.8333,140.7667,29.53000000000003,37,64,1.3,AU,1702004503
170,polyarnyy,69.1989,33.4478,-13.799999999999955,95,91,7.1,RU,1702004504
171,prieska,-29.6641,22.7474,19.210000000000036,40,0,3.3,ZA,1702004504
172,miyaly,48.8844,53.7836,-8.17999999999995,83,97,4.77,KZ,1702004504
173,pudozh,61.8099,36.5345,-20.029999999999973,100,87,1.34,RU,1702004505
174,monze,-16.2833,27.4833,20.439999999999998,47,81,1.96,ZM,1702004506
175,singapore,1.2897,103.8501,30.08000000000004,73,75,4.63,SG,1702004312
176,aguacatan,15.3431,-91.3117,16.850000000000023,88,75,4.12,GT,1702004507
177,cabo san lucas,22.8909,-109.9124,25.28000000000003,63,0,0.89,MX,1702004408
178,freeport,40.6576,-73.5832,4.5400000000000205,79,0,4.12,US,1702004508
179,happy valley-goose bay,53.3168,-60.3315,-2.829999999999984,63,100,8.23,CA,1702004508
180,provins,48.5833,3.1667,6.6200000000000045,98,100,3.65,FR,1702004508
181,farafangana,-22.8167,47.8333,23.340000000000032,86,91,0.58,MG,1702004509
182,vadso,70.0744,29.7487,-7.909999999999968,79,90,12.35,NO,1702004510
183,zhangjiakou shi xuanhua qu,40.6103,115.0447,7.060000000000002,35,4,1.49,CN,1702004510
184,tarakan,3.3,117.6333,26.720000000000027,94,75,1.03,ID,1702004511
185,porto de moz,-1.7483,-52.2383,24.439999999999998,89,96,1.44,BR,1702004511
186,baki,-7.6128,110.7839,31.600000000000023,60,34,4.46,ID,1702004512
187,angra do heroismo,38.65,-27.2167,20.340000000000032,98,75,5.81,PT,1702004513
188,jamestown,42.097,-79.2353,2.5300000000000296,99,0,1.54,US,1702004506
189,san patricio,28.017,-97.5169,22.129999999999995,77,99,6.37,US,1702004513
190,dzhambeyty,50.2536,52.595,-11.46999999999997,86,14,4.15,KZ,1702004513
191,timbuktu,16.7735,-3.0074,22.220000000000027,14,2,4.62,ML,1702004514
192,callao,-12.0667,-77.15,22.07000000000005,77,0,2.57,PE,1702004514
193,antsiranana,-12.2787,49.2917,26.04000000000002,79,4,6.4,MG,1702004514
194,anchau,10.9597,8.3916,17.840000000000032,22,93,2.01,NG,1702004515
195,yangchun,22.1667,111.7833,23.140000000000043,50,39,1.47,CN,1702004515
196,kimbe,-5.5502,150.1429,28.700000000000045,81,88,1.61,PG,1702004516
197,iskateley,67.6803,53.1512,-14.42999999999995,96,100,3.58,RU,1702004516
198,ikryanoye,46.0932,47.7308,-3.009999999999991,77,99,6.77,RU,1702004517
199,zaozersk,69.4005,32.4476,-14.96999999999997,93,96,4.19,RU,1702004517
200,khandyga,62.6667,135.6,-27.49999999999997,96,100,2.22,RU,1702004449
201,arraial do cabo,-22.9661,-42.0278,23.720000000000027,92,20,6.45,BR,1702004518
202,khalkhal,37.6189,48.5258,2.5,78,78,1.72,IR,1702004518
